,name_comment,content_comment,skuInfo_comment,like_count
152,Đây V.Chứng nhận đã mua hàng,"Shop GINKA xin chân thành cảm ơn Quý khách đã mua hàng và có những phản hồi hết sức quý giá với shop. Chúng tôi xin ghi nhận những ý kiến góp ý của Quý khách để cải thiện, nâng cao chất lượng phục vụ. Hẹn gặp lại Quý khách trong những lần mua sắm tới",Nhóm Màu:Vàng,0
153,thai Q.Chứng nhận đã mua hàng,sản phẩm ok rất ưng cái bụng,Nhóm Màu:Màu khaki,0
154,*******561Chứng nhận đã mua hàng,"Shop GINKA xin chân thành cảm ơn Quý khách đã mua hàng và có những phản hồi hết sức quý giá với shop. Chúng tôi xin ghi nhận những ý kiến góp ý của Quý khách để cải thiện, nâng cao chất lượng phục vụ. Hẹn gặp lại Quý khách trong những lần mua sắm tới",Nhóm Màu:Đen,0
155,Joi từ Malaysia,hàng đúng mô tả.......................... ............,Nhóm Màu:Nâu,0
156,nguyễn T.Chứng nhận đã mua hàng,"Shop GINKA xin chân thành cảm ơn Quý khách đã mua hàng và có những phản hồi hết sức quý giá với shop. Chúng tôi xin ghi nhận những ý kiến góp ý của Quý khách để cải thiện, nâng cao chất lượng phục vụ. Hẹn gặp lại Quý khách trong những lần mua sắm tới",Nhóm Màu:Màu khaki,0
157,0***3Chứng nhận đã mua hàng,"Đã nhận đc sp, khá mỏng, nói chung là tiền nào của nấy thôi. shop giao hàng nhanh. Đáng để trải nghiệm.💖",Nhóm Màu:Đen,0
158,Ngọc B.Chứng nhận đã mua hàng,"Chào bạn, thật tuyệt vời vì bạn đã nhận được hàng và tặng cho shop 1 đánh giá tốt. Shop chân thành cám ơn bạn rất nhiều, vì đánh giá của bạn là động lực để shop ngày càng cố gắng hơn, mang đến những sản phẩm và dịch vụ tốt hơn nữa để phục vụ bạn trong những đơn hàng sau. Shop yêu bạn rất nhiều ạ <3",Nhóm màu:Nâu Dáng Đứng,0
159,H***.Chứng nhận đã mua hàng,Với giá này thì ok rồi.,Nhóm Màu:Đen Dáng Đứng,0
160,****2Chứng nhận đã mua hàng,Kiểu dáng:đẹp gọn ....................................,Nhóm màu:Nâu Dáng Đứng,0
161,0***9Chứng nhận đã mua hàng,"Chất liệu:đẹp 
 Kiểu dáng:đẹp....................


.
.......",Nhóm màu:Nâu Dáng Đứng,0
162,Lê T.Chứng nhận đã mua hàng,Màu sắc:ttttgebdbjdhsndjxjcjsndbnxndndbdbcjcjjfnfnfnfnfb,Nhóm màu:Nâu Dáng Đứng,0
163,bybiuChứng nhận đã mua hàng,đẹp và chắc chắn đóng gói đẹp,Nhóm Màu:Nâu,0
164,Hoàng H.Chứng nhận đã mua hàng,"Lucaster cảm ơn bạn đã tin tưởng và ủng hộ sản phẩm của lucaster ạ ❤️lucaster mong muốn được phục vụ bạn và người thân của bạn ở những đơn hàng trong tương lai ạ ❤️
🔺góc cảnh báo lừa đảo:
Lucaster chỉ kinh doanh sản phẩm bằng da không kinh doanh sản phẩm khác như nước hoa và đồng hồ và lucaster không gọi điện thoại cho khách hàng báo sẽ được tri ân để mua sản phẩm khác nên khách hàng của lucaster hãy cẩn thận cảnh giác ạ ❤️",Nhóm Màu:Nâu,0
165,Quan T.Chứng nhận đã mua hàng,"đã mua và dùng nhiều ví ở nới khác nhưng con ví này của shop tôi rất hài lòng ,có độ hoàn thiện rất cao nhưng giá lại khá ok nha cảm ơn shop đã guiuwr hagnf nhanh chóng 10 điểm",Nhóm Màu:Nâu,0
166,Nguyễn T.Chứng nhận đã mua hàng,"Lucaster cảm ơn bạn đã tin tưởng và ủng hộ sản phẩm của lucaster ạ ❤️lucaster mong muốn được phục vụ bạn và người thân của bạn ở những đơn hàng trong tương lai ạ ❤️
🔺góc cảnh báo lừa đảo:
Lucaster chỉ kinh doanh sản phẩm bằng da không kinh doanh sản phẩm khác như nước hoa và đồng hồ và lucaster không gọi điện thoại cho khách hàng báo sẽ được tri ân để mua sản phẩm khác nên khách hàng của lucaster hãy cẩn thận cảnh giác ạ ❤️",Nhóm Màu:Nâu,0
167,Lê T.Chứng nhận đã mua hàng,hàng đẹp .. nhưng mọi người có mua nên chọn loại nằm ngang cho đẹp nè ... nhìn cũng ok không biết về sau như thế nào ... đẹp,Nhóm Màu:Nâu,0
168,Lý T.Chứng nhận đã mua hàng,"Lucaster cảm ơn bạn đã tin tưởng và ủng hộ sản phẩm của lucaster ạ ❤️lucaster mong muốn được phục vụ bạn và người thân của bạn ở những đơn hàng trong tương lai ạ ❤️
🔺góc cảnh báo lừa đảo:
Lucaster chỉ kinh doanh sản phẩm bằng da không kinh doanh sản phẩm khác như nước hoa và đồng hồ và lucaster không gọi điện thoại cho khách hàng báo sẽ được tri ân để mua sản phẩm khác nên khách hàng của lucaster hãy cẩn thận cảnh giác ạ ❤️",Nhóm Màu:mẫu 1,0
169,Dương N.Chứng nhận đã mua hàng,đẹp chất lượng tốt giá ok hộp đóng gói đẹp đem tặng quà rất sang nha,Nhóm Màu:mẫu 2,0
170,Pham C.Chứng nhận đã mua hàng,"Lucaster cảm ơn bạn đã tin tưởng và ủng hộ sản phẩm của lucaster ạ ❤️lucaster mong muốn được phục vụ bạn và người thân của bạn ở những đơn hàng trong tương lai ạ ❤️
🔺góc cảnh báo lừa đảo:
Lucaster chỉ kinh doanh sản phẩm bằng da không kinh doanh sản phẩm khác như nước hoa và đồng hồ và lucaster không gọi điện thoại cho khách hàng báo sẽ được tri ân để mua sản phẩm khác nên khách hàng của lucaster hãy cẩn thận cảnh giác ạ ❤️",Nhóm Màu:mẫu 2,0
171,hồng V.Chứng nhận đã mua hàng,Mua tặng bạn ạ đẹp lắm á hihihihi nên mua nên mua nha ạ hihhihihi,Nhóm Màu:mẫu 5,0
172,trungChứng nhận đã mua hàng,"Lucaster cảm ơn bạn đã tin tưởng và ủng hộ sản phẩm của lucaster ạ ❤️lucaster mong muốn được phục vụ bạn và người thân của bạn ở những đơn hàng trong tương lai ạ ❤️
🔺góc cảnh báo lừa đảo:
Lucaster chỉ kinh doanh sản phẩm bằng da không kinh doanh sản phẩm khác như nước hoa và đồng hồ và lucaster không gọi điện thoại cho khách hàng báo sẽ được tri ân để mua sản phẩm khác nên khách hàng của lucaster hãy cẩn thận cảnh giác ạ ❤️",Nhóm Màu:mẫu 5,0
173,mienChứng nhận đã mua hàng,Hhttyujjhgrrtujhgvhjyttgbbjhyttfghdkfjsksjfbdjwiwidhbdbebwwbjejdfhhfbfbfbsjwuwuw,Nhóm màu:Màu đen,0
174,C***.Chứng nhận đã mua hàng,"ok........,.....ok ok ok ok ok ok ok kk ok.........................................",Nhóm màu:Màu đen,0
175,My L.Chứng nhận đã mua hàng,hơi mỏng 4 sao,Nhóm Màu:Ngang,0
176,Như T.Chứng nhận đã mua hàng,ví rất đẹp không cần phải bàn,Nhóm màu:Màu đen,0
177,T***.Chứng nhận đã mua hàng,"sp tốt , giá cả phải chăng",Nhóm màu:Màu đen,0
178,Anna P.Chứng nhận đã mua hàng,"Chất liệu:nhìn chung là tốt
 Kiểu dáng:hợp thời trang
 Màu sắc:màu đẹp",Nhóm Màu:Cà phê,0
179,0***3Chứng nhận đã mua hàng,"Hàng giao nhanh thấy cũng ok ,đơn giản ok nha mn",Nhóm Màu:Cà phê,0
180,trần T.Chứng nhận đã mua hàng,"sản phẩm có chất lượng khá tốt, phù hợp với giá cả, chất lượng da chưa đánh giá được,  nhìn cũng khá đẹp, rất gọn, sản phẩm nên mua nếu cần, shop chuẩn bị hàng nhanh, giao hàng nhanh, đóng gói hàng hóa hợp lý.",Nhóm Màu:Đen,0
181,Bùi A.Chứng nhận đã mua hàng,"chất lượng của ví khá ổn so với tầm giá
màu giống ảnh, chất da sờ êm tay",Nhóm Màu:Cà phê,0
182,0***0Chứng nhận đã mua hàng,"ví đẹp mềm, không có chỉ thừa. hình ảnh mang tính chất nhận xu.",Nhóm Màu:Cà phê,0
183,Tử C.Chứng nhận đã mua hàng,"Chất liệu:ok 
 Kiểu dáng:vừa túi nhưng nếu để 500k vào thì hơi nhỏ 1 xíu
 Màu sắc:đúng màu mjk đặt",Nhóm màu:Đen,0
184,X***.Chứng nhận đã mua hàng,đống gọi cẩn thận ok,Nhóm màu:Đen,0
185,M***.Chứng nhận đã mua hàng,"Hàng đẹp nhamoij người, nên mua",Nhóm Màu:Màu xanh navy,0
186,7***9Chứng nhận đã mua hàng,Ví da rất đẹp mình rất thích tặng cho shop 5 sao.cảm ơn shop.sẽ ủng hộ shop,Nhóm Màu:Đen,0
187,H***iChứng nhận đã mua hàng,giao hàng đúng mô tả  ví đẹp thời trang,Nhóm Màu:Đen,0
188,HanhbooChứng nhận đã mua hàng,hàng đẹp. rất ok. mọi người nên mua shop này nha. săn giảm giá nên vừa rẻ vừa đẹp.  ó dịp sẽ ủng hộ shop tiếp,Nhóm Màu:Nâu,0
189,9***1Chứng nhận đã mua hàng,Lucaster cảm ơn bạn đã tin tưởng và ủng hộ sản phẩm của lucaster ạ ❤️lucaster mong muốn được phục vụ bạn và người thân của bạn ở những đơn hàng trong tương lai ạ ❤️ 🔺góc cảnh báo lừa đảo: Lucaster chỉ kinh doanh sản phẩm bằng da không kinh doanh sản phẩm khác như nước hoa và đồng hồ và lucaster không gọi điện thoại cho khách hàng báo sẽ được tri ân để mua sản phẩm khác nên khách hànge của lucaster hãy cẩn nhản trên e ê cảnh giác ạ ❤️,Nhóm Màu:Đen,0
190,L***.Chứng nhận đã mua hàng,ví đẹp y như lời giới thiệu từ shop,Nhóm Màu:Đen,0
191,0***4Chứng nhận đã mua hàng,Lucaster cảm ơn bạn đã tin tưởng và ủng hộ sản phẩm của lucaster ạ ❤️lucaster mong muốn được phục vụ bạn và người thân của bạn ở những đơn hàng trong tương lai ạ ❤️,Nhóm Màu:Nâu,0
192,8***3Chứng nhận đã mua hàng,đẹp nha shop sẽ ủng hộ shop,Nhóm Màu:Đen,0
193,0***4Chứng nhận đã mua hàng,Lucaster cảm ơn bạn đã tin tưởng và ủng hộ sản phẩm của lucaster ạ ❤️lucaster mong muốn được phục vụ bạn và người thân của bạn ở những đơn hàng trong tương lai ạ ❤️,Nhóm Màu:VNN da bò KT01 đen,0
194,Nguyễn V.Chứng nhận đã mua hàng,shop giao hàng nnhanh chóng ví đẹp y hình được bỏ trong hộp rất oke,Nhóm Màu:VNN da bò KT01 Nâu,0
195,Trần H.Chứng nhận đã mua hàng,Dạ lucaster cảm ơn s anh đã à tin tưởng và ủng hộ sản phẩm của lucaster ạ ❤️,Nhóm Màu:VNN da bò KT01 đen,0
196,Tuấn N.Chứng nhận đã mua hàng,ví đẹp rất đáng tiền shop tư vấn nhiệt tình.,Nhóm Màu:VNN da bò KT01 Nâu,0
197,Nông B.Chứng nhận đã mua hàng,Lucaster cảm ơn bạn đã tin tưởng và ủng hộ sản phẩm của lucaster ạ ❤️,Nhóm Màu:Ví túi,0
198,Văn T.Chứng nhận đã mua hàng,gửi màu trắng và mà  thành như thế này  .chiuuuu roiiiiiiiiiii,Nhóm Màu:Đen,0
199,0***5Chứng nhận đã mua hàng,"đã nhận hàng , hàng ok trong tầm giá chỉ có cái là đặt màu trắng mà shop lại giao trắng vàng",Nhóm Màu:Đen,0
200,Minh M.Chứng nhận đã mua hàng,ví rất đẹp :)) 😀❤❤❤❤❤❤❤❤❤❤❤❤❤👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👌👌👌👌👌👌👌👌,Nhóm Màu:Đen,0
201,Yến N.Chứng nhận đã mua hàng,nhìn rất đẹp mắt,Nhóm Màu:Đen,0
202,V***.Chứng nhận đã mua hàng,chất lượng,Nhóm Màu:Nâu,0
203,7***2Chứng nhận đã mua hàng,"Khóa từ tính giúp dễ dàng sử dụng, Món quà tuyệt vời cho người thân yêu,",Nhóm màu:Nâu đậm,0
204,A***.Chứng nhận đã mua hàng,"Quý khách thân mến, rất vui khi quý khách yêu thích sản phẩm của chúng tôi, đánh giá tốt của bạn là động lực lớn của shop. Chúc quý khách một ngày vui vẻ ạ.",Nhóm Màu:Nâu đậm,0
205,PhươngChứng nhận đã mua hàng,Alhamdullilah đẹp,Nhóm màu:Nâu đậm,0
206,Thanh T.Chứng nhận đã mua hàng,"chất liệu da mềm mại tôi rất thích,kiểu dáng mới lạ,rất đẹp,màu sắc thi không thể chê đâu được,nói chung tôi rất vừa ý.",Nhóm màu:Nâu đậm,0
207,kieuthachChứng nhận đã mua hàng,"Quý khách thân mến, rất vui khi quý khách yêu thích sản phẩm của chúng tôi, đánh giá tốt của bạn là động lực lớn của shop. Chúc quý khách một ngày vui vẻ ạ.",Nhóm màu:Nâu đậm,0
208,Sinh T.Chứng nhận đã mua hàng,"OKOKOKOKOKOKOKOKOKOKOKOKOK TRONG TẦM GIÁ!
ĐẸP NHƯ HÌNH QUẢNG CÁO! TUY NHIÊN HƠI DÀY CÓ CHẮC CHẮN NHƯNG DỄ BỊ CỘM! MỎNG CHÚT THÌ TUYỆT!
CÁI KHÓA HƠI TO! HƠI ÍT NGĂN(TIỀN)!",Màu:Nâu,0
209,m***iChứng nhận đã mua hàng,"Xin chào! Rất cảm ơn tình cảm và sự đánh giá cao của bạn. Sự hài lòng của bạn là phần thưởng lớn nhất của chúng tôi, cửa hàng sẽ làm việc chăm chỉ hơn và rất mong được bạn ghé thăm lần sau.",Màu:Nâu,0
210,Ân P.Chứng nhận đã mua hàng,"Chất liệu:tốt 
 Kiểu dáng:y như hình 
 Màu sắc:đen",Màu:Xanh Nhạt,0
211,TP V.Chứng nhận đã mua hàng,"Chúng tôi đã nhận được đánh giá tốt của bạn, chúng tôi rất vinh dự khi nhận được sự khẳng định của bạn và rất mong được phục vụ bạn một lần nữa.",Màu:Đen,0
212,N***.Chứng nhận đã mua hàng,"Shop giao hơi lâu nhưng bù lại túi đẹp mềm, mịn, mựơt. Nhiều ngăn, rộng để tiền k bị lòi ra ngoài",Màu:Xanh Đậm,2
213,0***6Chứng nhận đã mua hàng,Cũng tuỳ vô cái mà hắn cho dùng hết xu cơ mà ví oke trong tầm giá. Nhác chụp hình nên mn đọc đánh giá tạm nhé,MÀU:HN C7,0
214,nguyễn V.Chứng nhận đã mua hàng,"các sản phẩm khác đều rất ok, chỉ riêng cái khay làm bánh mỳ hoa cúc không nghĩ lại nhỏ thế. vẫn cho shop 5 sao vì giao đủ hàng, vẫn tiếp tục ủng hộ lần sau.",MÀU:HN C7,0
215,0***9Chứng nhận đã mua hàng,"hàng rất ok nha mọi người. mua trúng lúc đang sale nên giá khá tốt, rất hài lòng. thanks shop, có dịp sẽ ủng hộ tiếp.",Nhóm Màu:Kẻ Đen,0
216,Trần N.Chứng nhận đã mua hàng,"ví đẹp...giá hợp lý, giao hàng nhanh ,đóng gói cẩn thận, nói chung là rất ok...thanhks shop nhé",Nhóm Màu:Kẻ Đen,0
217,N***.Chứng nhận đã mua hàng,Hàng đúng ảnh đúng chất lượng nên mua,Nhóm Màu:Kẻ Đen,0
218,*******767Chứng nhận đã mua hàng,"Hàng đẹp, đựng được nhiều!",Nhóm Màu:Kẻ Đen,1
219,0***4Chứng nhận đã mua hàng,"chất liệu cũng đc, mềm mại, ngăn bỏ tiền thì cũng rộng rãi, nhưng ngăn để giấy tờ thì nhỏ, những thẻ như atm hoặc cccd thì bỏ vô được,to hơn thì bỏ vô bóp k vừa.",Nhóm Màu:Kẻ Đen,0
220,Nguyễn T.Chứng nhận đã mua hàng,"Hàng đẹp đúng như mô tả, sắc nét, có khóa kéo rất chắc chắn....",Nhóm Màu:Đen,0
221,9***6Chứng nhận đã mua hàng,"sản phẩm rất ok, tổng quan như quảng cáo, có ngăn giấy tờ kha ổn",Nhóm Màu:Màu nâu đậm,0
222,Xuân L.Chứng nhận đã mua hàng,"Đường chỉ đẹp, màu sắc như quảng cáo, đẹp, phong thủy, ưng ý, các ngăn rộng rãi, đựng tiền và các thẻ thoải mái, gói kỷ càng, có phiếu cảm ơn & Bảo hành 1 năm, nói chung là cực kỳ tốt, mà giá rẻ, phù hợp quá luôn, giao hàng đúng như dự kiến, vui vẻ, ủng hộ shop lần sau, cho shop 5 sao *****",Nhóm Màu:Màu nâu đậm,0
223,tuan T.Chứng nhận đã mua hàng,dung da that. qua dep va ok .thanks shop,Nhóm Màu:Xanh dương,0
224,tuan T.Chứng nhận đã mua hàng,rất thích hhgjkjkjhgfghjcvvvvvvvvvvvvvvvvvvvvvvvvvvvvvv,Nhóm Màu:Xanh dương,0
